run_id,created_at,prompt_id,prompt,mentions,prompt_type,response,citations,themes,topics,region,model,tags
r0583,2024-08-01T18:43:00Z,p0583,Why does iPhone have issue related to Thermal?,iPhone 13,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Gemini,"apple,thermal,performance"
r0584,2024-08-01T18:44:00Z,p0584,Why does iPhone have issue related to Privacy?,iPhone 14,open-ended,Privacy issues can happen if location services or app tracking are enabled.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,Copilot,"apple,privacy,security"
r0585,2024-08-01T18:45:00Z,p0585,Why does iPhone have issue related to Battery?,iPhone 15,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",iFixit: iPhone Battery Tips,Hardware,Battery,United States,ChatGPT,"apple,battery,hardware"
r0586,2024-08-01T18:46:00Z,p0586,Why does iPhone have issue related to Charging?,iPhone 16,open-ended,Slow charging may result from high usage while charging or device temperature.,MacRumors: iPhone Charging Issues,Hardware,Charging,India,Gemini,"apple,charging,hardware"
r0587,2024-08-01T18:47:00Z,p0587,Why does iPhone have issue related to Apple Silicon?,iPhone 17,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,Copilot,"apple,apple silicon,performance"
r0588,2024-08-01T18:48:00Z,p0588,Why does iPhone have issue related to Thermal?,iPhone 12,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,ChatGPT,"apple,thermal,performance"
r0589,2024-08-01T18:49:00Z,p0589,Why does iPhone have issue related to Privacy?,iPhone 13,open-ended,iOS features like App Tracking Transparency help protect user privacy.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,Gemini,"apple,privacy,security"
r0590,2024-08-01T18:50:00Z,p0590,Why does iPhone have issue related to Battery?,iPhone 14,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",Apple Support: Battery Guide,Hardware,Battery,United States,Copilot,"apple,battery,hardware"
r0591,2024-08-01T18:51:00Z,p0591,Why does iPhone have issue related to Charging?,iPhone 15,open-ended,Slow charging may result from high usage while charging or device temperature.,Apple Support: Charging Guidelines,Hardware,Charging,India,ChatGPT,"apple,charging,hardware"
r0592,2024-08-01T18:52:00Z,p0592,Why does iPhone have issue related to Apple Silicon?,iPhone 16,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Gemini,"apple,apple silicon,performance"
r0593,2024-08-01T18:53:00Z,p0593,Why does iPhone have issue related to Thermal?,iPhone 17,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Copilot,"apple,thermal,performance"
r0594,2024-08-01T18:54:00Z,p0594,Why does iPhone have issue related to Privacy?,iPhone 12,open-ended,iOS features like App Tracking Transparency help protect user privacy.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,ChatGPT,"apple,privacy,security"
r0595,2024-08-01T18:55:00Z,p0595,Why does iPhone have issue related to Battery?,iPhone 13,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",Apple Support: Battery Guide,Hardware,Battery,United States,Gemini,"apple,battery,hardware"
r0596,2024-08-01T18:56:00Z,p0596,Why does iPhone have issue related to Charging?,iPhone 14,open-ended,Slow charging may result from high usage while charging or device temperature.,MacRumors: iPhone Charging Issues,Hardware,Charging,India,Copilot,"apple,charging,hardware"
r0597,2024-08-01T18:57:00Z,p0597,Why does iPhone have issue related to Apple Silicon?,iPhone 15,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,ChatGPT,"apple,apple silicon,performance"
r0598,2024-08-01T18:58:00Z,p0598,Why does iPhone have issue related to Thermal?,iPhone 16,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Gemini,"apple,thermal,performance"
r0599,2024-08-01T18:59:00Z,p0599,Why does iPhone have issue related to Privacy?,iPhone 17,open-ended,iOS features like App Tracking Transparency help protect user privacy.,Apple Privacy Whitepaper,Security,Privacy,Canada,Copilot,"apple,privacy,security"
r0600,2024-08-01T19:00:00Z,p0600,Why does iPhone have issue related to Battery?,iPhone 12,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,Apple Support: Battery Guide,Hardware,Battery,United States,ChatGPT,"apple,battery,hardware"
r0601,2024-08-01T19:01:00Z,p0601,Why does iPhone have issue related to Charging?,iPhone 13,open-ended,Slow charging may result from high usage while charging or device temperature.,MacRumors: iPhone Charging Issues,Hardware,Charging,India,Gemini,"apple,charging,hardware"
r0602,2024-08-01T19:02:00Z,p0602,Why does iPhone have issue related to Apple Silicon?,iPhone 14,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Copilot,"apple,apple silicon,performance"
r0603,2024-08-01T19:03:00Z,p0603,Why does iPhone have issue related to Thermal?,iPhone 15,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,ChatGPT,"apple,thermal,performance"
r0604,2024-08-01T19:04:00Z,p0604,Why does iPhone have issue related to Privacy?,iPhone 16,open-ended,iOS features like App Tracking Transparency help protect user privacy.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,Gemini,"apple,privacy,security"
r0605,2024-08-01T19:05:00Z,p0605,Why does iPhone have issue related to Battery?,iPhone 17,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,Apple Support: Battery Guide,Hardware,Battery,United States,Copilot,"apple,battery,hardware"
r0606,2024-08-01T19:06:00Z,p0606,Why does iPhone have issue related to Charging?,iPhone 12,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",MacRumors: iPhone Charging Issues,Hardware,Charging,India,ChatGPT,"apple,charging,hardware"
r0607,2024-08-01T19:07:00Z,p0607,Why does iPhone have issue related to Apple Silicon?,iPhone 13,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,Gemini,"apple,apple silicon,performance"
r0608,2024-08-01T19:08:00Z,p0608,Why does iPhone have issue related to Thermal?,iPhone 14,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,Apple Support: Device Temperature,Performance,Thermal,UK,Copilot,"apple,thermal,performance"
r0609,2024-08-01T19:09:00Z,p0609,Why does iPhone have issue related to Privacy?,iPhone 15,open-ended,Privacy issues can happen if location services or app tracking are enabled.,Apple Privacy Whitepaper,Security,Privacy,Canada,ChatGPT,"apple,privacy,security"
r0610,2024-08-01T19:10:00Z,p0610,Why does iPhone have issue related to Battery?,iPhone 16,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,iFixit: iPhone Battery Tips,Hardware,Battery,United States,Gemini,"apple,battery,hardware"
r0611,2024-08-01T19:11:00Z,p0611,Why does iPhone have issue related to Charging?,iPhone 17,open-ended,Slow charging may result from high usage while charging or device temperature.,MacRumors: iPhone Charging Issues,Hardware,Charging,India,Copilot,"apple,charging,hardware"
r0612,2024-08-01T19:12:00Z,p0612,Why does iPhone have issue related to Apple Silicon?,iPhone 12,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,ChatGPT,"apple,apple silicon,performance"
r0613,2024-08-01T19:13:00Z,p0613,Why does iPhone have issue related to Thermal?,iPhone 13,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Gemini,"apple,thermal,performance"
r0614,2024-08-01T19:14:00Z,p0614,Why does iPhone have issue related to Privacy?,iPhone 14,open-ended,iOS features like App Tracking Transparency help protect user privacy.,Apple Privacy Whitepaper,Security,Privacy,Canada,Copilot,"apple,privacy,security"
r0615,2024-08-01T19:15:00Z,p0615,Why does iPhone have issue related to Battery?,iPhone 15,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",Apple Support: Battery Guide,Hardware,Battery,United States,ChatGPT,"apple,battery,hardware"
r0616,2024-08-01T19:16:00Z,p0616,Why does iPhone have issue related to Charging?,iPhone 16,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",Apple Support: Charging Guidelines,Hardware,Charging,India,Gemini,"apple,charging,hardware"
r0617,2024-08-01T19:17:00Z,p0617,Why does iPhone have issue related to Apple Silicon?,iPhone 17,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,Copilot,"apple,apple silicon,performance"
r0618,2024-08-01T19:18:00Z,p0618,Why does iPhone have issue related to Thermal?,iPhone 12,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,ChatGPT,"apple,thermal,performance"
r0619,2024-08-01T19:19:00Z,p0619,Why does iPhone have issue related to Privacy?,iPhone 13,open-ended,Privacy issues can happen if location services or app tracking are enabled.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,Gemini,"apple,privacy,security"
r0620,2024-08-01T19:20:00Z,p0620,Why does iPhone have issue related to Battery?,iPhone 14,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,iFixit: iPhone Battery Tips,Hardware,Battery,United States,Copilot,"apple,battery,hardware"
r0621,2024-08-01T19:21:00Z,p0621,Why does iPhone have issue related to Charging?,iPhone 15,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",Apple Support: Charging Guidelines,Hardware,Charging,India,ChatGPT,"apple,charging,hardware"
r0622,2024-08-01T19:22:00Z,p0622,Why does iPhone have issue related to Apple Silicon?,iPhone 16,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Gemini,"apple,apple silicon,performance"
r0623,2024-08-01T19:23:00Z,p0623,Why does iPhone have issue related to Thermal?,iPhone 17,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,Apple Support: Device Temperature,Performance,Thermal,UK,Copilot,"apple,thermal,performance"
r0624,2024-08-01T19:24:00Z,p0624,Why does iPhone have issue related to Privacy?,iPhone 12,open-ended,iOS features like App Tracking Transparency help protect user privacy.,Apple Privacy Whitepaper,Security,Privacy,Canada,ChatGPT,"apple,privacy,security"
r0625,2024-08-01T19:25:00Z,p0625,Why does iPhone have issue related to Battery?,iPhone 13,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",Apple Support: Battery Guide,Hardware,Battery,United States,Gemini,"apple,battery,hardware"
r0626,2024-08-01T19:26:00Z,p0626,Why does iPhone have issue related to Charging?,iPhone 14,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",MacRumors: iPhone Charging Issues,Hardware,Charging,India,Copilot,"apple,charging,hardware"
r0627,2024-08-01T19:27:00Z,p0627,Why does iPhone have issue related to Apple Silicon?,iPhone 15,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,ChatGPT,"apple,apple silicon,performance"
r0628,2024-08-01T19:28:00Z,p0628,Why does iPhone have issue related to Thermal?,iPhone 16,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,Apple Support: Device Temperature,Performance,Thermal,UK,Gemini,"apple,thermal,performance"
r0629,2024-08-01T19:29:00Z,p0629,Why does iPhone have issue related to Privacy?,iPhone 17,open-ended,iOS features like App Tracking Transparency help protect user privacy.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,Copilot,"apple,privacy,security"
r0630,2024-08-01T19:30:00Z,p0630,Why does iPhone have issue related to Battery?,iPhone 12,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",iFixit: iPhone Battery Tips,Hardware,Battery,United States,ChatGPT,"apple,battery,hardware"
r0631,2024-08-01T19:31:00Z,p0631,Why does iPhone have issue related to Charging?,iPhone 13,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",MacRumors: iPhone Charging Issues,Hardware,Charging,India,Gemini,"apple,charging,hardware"
r0632,2024-08-01T19:32:00Z,p0632,Why does iPhone have issue related to Apple Silicon?,iPhone 14,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Copilot,"apple,apple silicon,performance"
r0633,2024-08-01T19:33:00Z,p0633,Why does iPhone have issue related to Thermal?,iPhone 15,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,Apple Support: Device Temperature,Performance,Thermal,UK,ChatGPT,"apple,thermal,performance"
